x,ytrain,yans
1892,56895.4,61857.6
13698,102885,103215
11267,75201.2,78564.5
11749,9692.44,11619.4
65,54272.8,56101.2
10389,48189.7,50028
6932,82971.1,78234.2
25619,132906,129048
16081,21944.9,22134.5
2003,-13111.9,-12202.4
29130,107369,102040
13028,103750,103203
18631,42326.3,39358.1
14589,23881.9,26241
23152,99434.5,97881.5
18630,40144.3,38779.4
19172,104300,104167
19864,114623,117658
6407,23736.7,23499
12295,107217,104647
25428,32842.8,37474.5
29681,70080.2,70662.2
18490,74736.3,75329.2
26610,99390.5,97775
26177,43548.8,45741.4
31071,113366,112132
25236,130208,129190
6459,61999.7,64241.1
20643,85144.2,84905.2
16840,43714.3,41569.5
27633,55518.2,56516.3
27037,127702,132404
23893,82255.3,82698.6
22630,74194,74802
20274,90787.2,91203.3
12993,106254,105800
28782,112189,110501
32203,73496.7,73389.8
17461,33598.6,36008.6
8290,92260.9,87970.7
19662,24702.8,27190.7
22307,100707,102822
20997,91337.5,90234.1
31151,53113.3,54995.7
18423,110651,115235
8890,10942.2,9440.97
16717,50438.5,50557.8
6640,28967.7,26286.7
28703,44404.2,52814.3
5566,17410,19093.8
4883,-908.335,-1975.46
23661,47207.7,43176.5
22659,99424,97741.3
18245,26237.7,27279.4
20386,28060.2,28464
32651,50963.8,54220.2
32765,132988,131555
19601,54326.2,53043.8
16840,42120.2,41569.5
17209,45081,48543
1497,74923.2,73614.9
27283,59279.3,62372.6
29250,124983,123023
18058,115987,115628
8421,48025.8,45483.8
175,-14927.9,-13508.4
30581,116465,112778
26787,73195.1,76457.6
3271,79495.2,80761.9
4287,45821.2,48809.1
27999,56331.2,60905.3
12504,25378.4,23435.5
24979,79002.8,79745.6
2138,45801.4,49472.3
10700,19592.1,17603.1
530,-5296.71,-5100
2461,20845.6,21518.1
12118,14960.1,13481.3
205,-28545,-26607.1
7540,67057,67754.2
18828,92147.2,92961
24459,102952,100913
11622,81558.2,82815.5
14398,93342.8,94948.8
3760,18808.6,17890.9
27098,117161,114511
12935,78174.2,76199.5
10481,105303,101307
30614,131286,132243
19567,79824.5,79745.2
18493,70184.4,72913.2
28596,70422.1,72551.9
19161,114549,110033
7746,15220.8,12669.9
10538,80818.1,83095.6
7670,73664.9,68080.2
20538,116399,116364
21476,29831.2,31286.9
21555,71663.8,76915.9
24917,124938,122168
16371,39850,40009
16760,28996.6,25999.8
5752,62502.2,71367.2
13758,101171,100914
15433,64384.8,63789.8
32255,55092.7,49590
29065,58506.7,54439.8
726,66876.3,59294.1
2401,-9199.46,-12062.5
3034,21089,19855.8
12759,39033.2,41138.4
10393,53072.3,53263.6
30548,86542.9,86761.2
27273,56374.3,55904.9
18792,113820,113144
16193,98466.7,95427.5
12933,73129.5,74665.9
30137,48305.4,52429.6
17103,28366.9,34221
3690,71164.6,70009.7
28211,91672.8,91743.1
13694,101922,101638
24668,43132.1,45425.9
32627,49596.6,49521.4
7498,37226.7,34515.9
989,-8864.69,-8085.15
15248,72846.5,70693.9
3879,6985.23,10628.6
11647,63909.4,64079.9
11149,83285.9,82462.2
30931,105104,105816
669,11557.5,17950.5
30875,62592.3,63163.8
25598,132016,130041
25449,39677.9,41452.2
25436,44449,38275.7
24599,93315.7,95089.9
20123,84788.8,80762.3
1443,63025.9,62433.8
1731,12024,10633
18154,53358.8,55570.9
22861,45310.6,45923.1
4434,54699.5,56240.2
9385,94546.7,96140.6
23967,29801.1,37135.6
10816,92865.7,96350.2
11393,9110.42,11190.2
16704,61612.8,60643.2
29866,110948,115144
30953,128525,121610
30308,140901,134675
28223,80101.9,82081.3
18684,74798.8,78896.9
30792,53643.5,53956
22667,99022.2,103464
10048,65160.5,64531.2
32469,137934,137913
13930,23373.3,20398.6
30811,49982.1,47886.2
19814,113593,113469
16090,24326.8,24698.3
5427,83112.6,86640.6
23743,101297,102566
1604,6540.15,6378.92
10599,38422.9,36493.9
16474,38026.8,37040.5
7195,78763.4,77088.3
506,11647.6,12387.6
5158,57530.3,55346.3
17589,67673.8,64738.3
9858,50166.3,51254.6
27809,123980,121164
17889,23043.6,27818.7
11447,28399.3,35439.8
40,60175.3,57081.9
3818,-2590.58,-8328.44
9364,84945.2,87519.2
17975,88987.2,86163.9
26,53938.2,53351.9
25089,46114.9,40828.6
2503,57563.9,54655.1
30066,55073.5,55603.1
26412,90388.1,87876.1
6840,76824,79158.4
12570,68781.1,71581.1
14676,28286.8,34739.3
25395,43330.1,43564.8
28641,44712.5,46897.6
29986,114618,113951
17651,111026,108120
21109,36229.1,29885.4
8187,18064.3,15323.2
20083,47096.4,49683
21085,35466.6,32525.2
23390,109826,106769
31250,75047.5,73985.1
18686,78521,80493.6
4755,82480.5,80742
11381,12564.8,10826.5
28128,138162,134643
25502,74744.3,73451.5
24277,60090.7,64394.5
30862,60445.4,55921.1
26424,80172.7,78222
3565,48687.8,44865.3
3872,4041.28,6239.76
832,45611.5,42228.6
30885,67371.5,69796.8
14428,112766,107722
6646,24606.7,22019.6
20889,110035,113203
6478,69958.2,77047.5
10883,94484.3,92486.1
24925,118868,118382
21265,123145,119941
31260,81422.9,81591.9
5045,81306.3,76966.5
20778,43870,36646.1
5821,87297,88216.1
13855,30506.7,32460.5
2520,60654.2,65736
12927,73518.1,69968.1
24773,57495.5,65252.3
25134,67280.1,66631.9
27251,45234.7,45226.1
22675,111422,108709
13336,102779,101712
16334,63268.8,67985
21001,87987.4,87132.2
2737,-11345.3,-12066
9310,52269.2,48380.9
5974,2014.49,-1399.42
7590,94540.5,93057.2
20356,33960.3,34214
1071,50296.7,53033.3
32080,140794,141103
10935,58927.2,56083.9
32145,116843,118221
17282,101277,102889
1825,76788.1,73482.7
18718,111101,103316
13573,20703.2,20752
4712,83161.8,85633.1
13037,97706.7,99864.5
4998,45177.5,43754.5
9905,15032.7,18286.7
7162,53795.9,52864.3
1717,-2241.31,882.396
8692,95316.6,96968.6
19539,106007,100482
28047,100565,97859
10946,49658.4,47265.7
19103,115563,115398
30231,125965,119122
24115,105332,111251
839,36220.8,36948.1
25858,73748.5,70941.5
20829,67168,70758.1
2645,45244,41512.9
3394,21450.4,21143.3
17199,40209.8,41600.1
19645,33573.5,29891.5
14272,20979.1,17096.2
675,20993.6,22846.9
21862,41315.6,40460
32072,138026,140078
13773,95645.6,93088.7
2480,32709.4,36845.1
11238,94424.4,95609.8
26897,48687,46974.1
3542,31458,26315.4
29608,124705,124745
19203,87090.4,82256.2
23277,31119.9,34663.1
6125,78478.4,79998.7
20134,90335.4,89420.4
1401,32619.3,32609.3
9078,88501.4,90747.3
18382,117457,113740
20169,115966,111889
20736,34895.5,29666.5
27478,102486,100818
17939,54865.3,57472.9
21138,38130.6,37299.5
18721,102975,105053
31426,111462,116336
10663,9706.74,9169.98
1677,-17291.3,-16113.9
21575,95482.2,92801.7
6724,2359.08,2273.17
25981,128246,129253
27700,111101,107222
7961,95980.3,95439.7
28862,132467,133919
16002,49177.2,45490.9
18448,100485,105102
25095,43092.1,43040.8
684,28314.4,30174.2
24016,43441.5,41569.2
15137,101902,105739
9507,40988,43242.8
13993,58759.9,60907.2
21284,121739,122764
2944,76049.9,78425.7
30259,132224,133583
821,45208.2,49951.3
7058,2999.76,957.084
24643,63036.3,60637.2
17668,107846,114051
10677,11829.5,10184.9
119,28373.5,27527.3
29857,110574,108621
23041,109792,112907
8891,11556,9791.5
25264,121761,127286
1623,-3204.1,-5495.65
6915,83987.2,86718.1
8072,36974.2,35935.3
17929,50285.9,49912.9
841,28865.8,35400.8
4715,88232.9,86125.9
17615,87627.4,85481.4
12536,47145.9,44428.7
14957,22080.7,23550.4
27759,135012,133828
700,45224.6,42646.5
13452,64679.2,63848.8
5093,86461,87498
24241,91797.5,92902.2
11829,52523.8,53173
12448,15243.4,15017.3
5227,2907.32,5479.49
11798,29311.1,30062.3
16224,111669,110222
10324,7593.01,10911.7
12274,106479,104455
18133,72164.3,72235.9
22885,35483.9,35753
15038,33732.5,36736.3
12170,39581.8,39158.9
6862,94109,89104.8
32629,48495.5,49609.2
5084,92285.8,87915.5
11909,101735,102735
14878,75898.8,77859.5
6923,84413.5,83123.6
27085,119881,122099
29400,47574.4,45739.7
23024,102817,102008
14193,44925.5,48614.5
23105,123250,123235
9412,95979.2,98652.9
15765,40111.9,42890.1
5767,82379.5,80037.4
15407,42760.1,43600.2
10677,10772.7,10184.9
13784,87118.4,85970.6
704,44482.1,45562.5
14790,108462,108894
9834,66536.7,70232.3
10891,85001.2,88177.8
621,-14669.9,-15127.2
18085,108831,106026
27734,125691,127419
25190,108427,109917
20542,125594,117739
17998,102387,101963
22086,82204.2,85126.4
32018,117527,112939
15621,61224.8,60938.7
30424,61870.4,57237.7
22597,45998.6,50252.6
21376,72127.5,75791.5
24254,84951.4,82522.9
29669,82475.9,79746.2
18108,88158.5,91609.5
12927,69562.7,69968.1
12493,17620.4,18509.8
26068,75440.5,74435.6
6366,2003.83,1883.26
9102,75957.1,77178.1
2438,8944.32,4746.42
12600,89998.3,92418.7
10819,96849.8,97477.2
14318,32056.7,35294.3
2290,33639.6,36059.1
14984,14452.5,18185.7
16339,64612,63953.3
2556,72840,78883.1
25808,40664.1,41749.5
4632,34139.1,37812.3
21478,28496.8,31626.7
26814,51050.7,56974.3
13787,84214.6,83865.2
7239,88037.9,93500.5
28074,116216,117434
25020,53977.3,50280.1
10827,100885,99916.9
2554,77522.2,78594.2
1988,-6333.93,-6313.43
7441,3338.43,3376.91
16798,22756,22917.1
13642,65646.6,67456.3
19002,48923.2,47002.6
16321,76829,78361.8
30104,45063.9,45343
13946,27998,27455.8
7056,4868.75,1177.12
18509,60931.4,60115
29833,96188.5,89603.4
17708,115352,112470
19761,76068.5,78491.3
6533,90768.7,91479.2
20686,50325.8,51480.9
14804,108104,110494
26385,107882,108574
10142,103430,98636.8
18842,81014.9,82373.5
17260,94196.9,88539.6
22161,34679.1,35674.6
31620,86236.3,82184.7
4343,78784.8,82316.3
9578,4097.8,7043.77
1187,51247.4,48280.2
113,33704.4,31917.1
13063,83014,85176.8
4591,4097.8,7922.14
5934,13152,14818
20415,38325.6,34716.8
656,9739.32,7592.68
29761,41721.3,46558.5
25012,56610.1,55145.9
28411,102865,101612
11959,93146.2,96716.1
16251,120817,113100
18738,115186,113040
13370,113147,107417
26124,42421.2,41690.7
5507,58491,64550.9
8007,84217.6,83763.1
17584,59687.1,60730.5
10951,40932.2,43345.6
23101,121961,124228
14489,97008.6,96865.9
24958,102081,96490.3
15441,78422.8,70266.8
1790,54270.7,56348.6
17013,99335.2,99494.7
30412,67132.3,64303.8
14855,93047.3,94051.8
21060,39928.1,43259.4
7093,9375.79,6124.78
8472,8443.15,11584.6
25402,42473.9,41051.8
32676,66582.8,66746.8
13543,18799.4,15295.5
7373,14245.4,19222.7
6266,40639.3,36038.3
27651,73747.3,68705.6
15275,52378.1,49250.2
21528,48414.6,55829.3
532,-6853.52,-6388.11
10761,55803.2,60541.3
5469,86299,85021.9
32503,122059,120193
32729,108513,107206
17107,28981.2,32149.4
27892,51829.2,60081.7
2451,16324,13839.6
17953,63395.5,68655.3
28392,88727,86381
22570,37227.8,36737.1
13519,19057.5,19908.9
19472,117979,118269
23407,117191,116737
22494,44895.4,49442
9505,45280.4,44826
28440,122312,121657
20383,26894.8,28479.8
14262,18570.1,16794.5
21409,48677.4,50745.7
28607,61523,64620.2
18038,116634,116431
4360,82499.9,85567.5
5471,80996.2,84344
11171,92631.7,95015.5
20654,80942.1,76099.3
29947,135562,134384
11514,89352.7,86503.8
14523,73627.4,73234.8
21229,100312,102241
489,19170.6,25891.6
6766,26136.1,23731.6
17887,26705.4,27183
29756,46048.3,45606.8
26632,107700,113708
7470,10668.3,15226.9
25739,53724.9,52101.3
20666,66005,66470
8522,7562.18,6251.69
7283,86994.7,84042.9
8160,7946.08,4934.41
17553,39644.3,38506.3
24705,34939.8,36156.4
27091,116166,118801
1259,-752.142,-5235.34
25386,43081.3,47668.5
31687,129785,130808
4629,31680.2,35384.6
42,61554,57355.1
28317,45091.6,43355.3
22045,117423,113302
12356,71588,74227.9
13388,107426,103948
25452,39399.8,42501.7
3154,3823.24,4976.47
30466,46064.7,45943.9
11833,58126,56408.2
27760,133515,133907
26919,55574,59071.2
25631,125886,125756
6738,6947.13,7260.84
21267,114166,120471
25776,37385,38583.4
21098,26935.4,30098.7
24314,39209.2,42095.2
16320,77543.4,79142.8
13053,90790.3,91607
24007,39775,38309.3
16469,30185.3,34098.5
24216,106199,110810
9722,86107.1,87259.1
19842,121276,120077
29007,44306.1,45773.5
15463,90392.5,87222.3
26260,111770,104766
30947,116649,117627
13793,78173.3,79481.5
28630,50276.4,51254.2
18717,104881,102718
23043,108630,114014
31376,143941,139273
25314,106186,100166
16626,113459,111003
17117,29563.4,27768.7
1334,-10717.6,-13141.1
20620,109311,101808
14171,67373.9,66122.8
26792,75777.2,72552.1
8964,57195.5,58862.5
19154,110106,113059
18866,62716.6,63151.6
14693,44768.5,46576.7
30664,137636,136424
23775,121959,121000
13000,105653,106652
12212,71582.1,72381.1
21100,33049.4,29933.1
7551,74409.6,75435.8
25476,50209.7,54668.6
6379,3930.77,6762.26
10943,46171.4,49652
17877,22953.3,24802.8
3789,-869.412,80.877
361,53339.6,52840.9
11385,13743.4,10722.2
8272,77346.6,77855.3
11434,28328.4,26765.3
15144,100583,108100
29561,136240,137000
25563,121985,118421
14504,87496.9,87428.9
12946,87761.3,84240.4
23888,81492.9,86720.1
20308,66188.1,64234.1
12157,23776.2,30185.8
1430,55599.5,54505
5123,80211.2,78212.9
6464,74745.1,67872.4
4074,59019.6,55107.5
4346,81205.3,83175.4
13837,42199.2,44851.9
1981,-5875.07,-2670.67
25318,100642,97114.7
26611,100299,98556.1
16292,101029,98698.3
17591,69195,66353.4
3832,-9057.87,-8282.43
27123,92084.6,96300.4
6461,69607.7,65712.4
16991,113045,110094
31461,90435.9,89083.4
27330,94206.2,99002.9
28498,133264,134144
17369,99191.3,102503
17291,106773,107434
8400,59399,62271.3
14179,59480.6,59673.8
24117,113493,112475
2317,16419,14774.3
19914,90159.5,90542.6
1595,13612.6,12949.8
1441,60500.4,61319.8
5936,15512,13584.4
21867,41548.5,43040.2
7028,12432.2,9866.81
31453,92974.4,95531.5
27909,47064.5,50507.6
13973,43422.1,45124.4
17981,91173.7,90640.3
11503,76748,79072.3
26569,65432.8,65396.7
6816,62579.7,62935
1883,62768.7,66728.2
25367,62322.2,59093.3
5385,64014.8,65618.3
28402,94999.1,94470.7
5230,-89.7678,4044.98
17157,25729.2,23431.7
28681,44331.9,44750.4
15567,105109,100114
8310,98052.7,94821
1866,70851.8,73394
3687,73051.3,71669.6
13171,14014.9,15877.8
3477,-12106.4,-8810.96
31245,70874,70391.2
32764,131483,131028
6238,55486.9,58354.3
27671,84079.8,84355.1
2047,-9951.53,-12004.2
26115,44109,44806.4
4592,6840.37,8511.85
27311,84155.1,83743.9
32657,55702.8,56581.1
1405,37827.4,35834.5
53,55471.5,57744.6
7171,61559.1,60013
20580,122128,119915
22740,123911,123803
22530,37773.4,33905.6
13675,93674.9,91664.2
24320,42425.2,39828.1
25790,34908.3,38212.3
13377,109190,106596
10998,10139.7,14930.9
16586,111152,111477
21604,112468,111979
4489,13736.6,13889
19631,34364.1,34994.2
29744,45019.5,44743.5
8388,71431.7,71286.8
26610,100763,97775
18718,103984,103316
26919,60367.6,59071.2
18259,36117.9,32432.9
5927,22384.5,19405.3
14609,20276.6,19225.2
28119,136526,134437
21479,31173.2,31817.2
22716,120940,124767
6300,10979.4,12203.3
21396,60294.7,60029
16853,55261.6,50814.6
11458,45106.2,43670.4
20830,71841.5,71565
24593,99262.4,99665.6
30806,49156.3,49026.5
29849,106914,102458
14854,94159.6,94664.7
24272,69712.2,68196.7
26160,36539.8,40250.9
12294,108790,104779
12054,29793.4,29337.2
26333,137144,131201
146,8312.82,6706.48
4229,5144.4,5657.19
10471,99852.4,100021
10428,80404.1,80198.3
10559,64951.7,68027.1
22241,52877,52234.1
29421,54438.3,53044.5
22688,116064,115955
16366,41360.2,43370.6
12033,43516.4,44136
26685,133593,132255
2270,55878.4,51519.9
25329,87775,88429.1
32261,51594.4,49008.1
22860,46829.1,46488.2
2208,76261.6,77947.3
8982,70611,72693.9
22162,33934.1,35353.9
32506,113685,118108
6878,97971.2,92484.9
11979,86668.5,85579.4
1897,55340,58806.9
7887,59245.6,58663.8
6538,92601.2,90755.7
14469,103445,105825
30783,58993.6,58368.5
17540,30525.6,31529.9
22795,96016.2,94991.2
7266,92730.8,90745.4
18633,45180.1,40544.8
13509,29325.2,24049.1
24557,121796,121541
2317,13380.5,14774.3
26134,42090.4,39480.6
32053,133824,134191
18135,72893.7,70622.4
12258,97616.5,100221
2593,78738.9,74177
17843,30560,27101.9
21693,105436,108179
16466,32403.2,32453.7
22951,45965.3,47221.1
18140,63438.8,66592.9
11094,37246.9,39821.3
12937,79466.4,77713.8
5174,44113.1,42652.7
2512,63872,60824.4
6097,66513.2,61783
9551,16501.9,14559.6
2695,5561.59,3873.99
21817,33902.1,31501.5
23492,115447,111979
21292,122297,122441
20237,118765,113826
27530,65473.8,60776.9
613,-16412,-18627.1
25296,111006,112690
21710,95788.6,96786.4
32389,118841,121354
5628,-5057.69,-3143.37
5809,82705.8,89865.1
28786,113998,113337
31744,138601,138206
18840,82529.4,83939.2
8182,13137.8,12739.7
28569,95608.7,93957.8
6120,77859.9,77253.9
27393,132572,132448
6292,17731.8,17061.3
14962,22628.5,21819.7
14214,36564.8,33813.3
12527,37575,37741.3
26807,58937.2,61569
13194,13059.6,15118.5
8705,96127.8,94550.5
14713,63250.8,62358.9
7011,17164.4,19594.5
18913,39117.4,32780.8
6693,-2194.85,680.821
19664,23962.4,27137.9
26203,59481.3,60527.1
28995,43132.8,49694.8
17762,77041.4,80341.1
14381,85779.6,83624.3
26946,81040.3,79105.6
29909,134366,135897
1048,35614.7,36069
21768,48652.2,52066.9
26624,112623,108272
22511,43727.8,40216.4
7954,93179.9,94683.8
4235,5275.77,9223.56
1127,79618.4,72465.4
14633,18991.5,17928.1
28240,65865.9,68974.5
1862,72271.5,74428.2
15127,100386,101319
27577,48596.6,41543.6
23817,127374,126273
2340,1526.98,-537.717
10142,98915.5,98636.8
15100,83542.9,84332.5
28400,95028.3,92858.6
6558,80378.6,84520.3
21476,30153.8,31286.9
3154,5313.19,4976.47
10935,59176.7,56083.9
16430,22719.5,21194.9
5831,85520.8,85349.1
21295,126610,122088
3537,18145.4,22402.6
15623,62845.3,59337.2
17922,43367.3,44975.3
2927,81702.5,80858.6
28029,82094.1,83349.7
30211,107528,104623
16211,103471,105351
11754,11050.1,12087.6
26880,42591.3,41483.7
12253,101866,98219.4
3293,82418.6,81765.5
21321,111368,113990
20785,41568.7,40024
26528,40583.2,42986.3
10443,94847.9,89431
31000,141750,139326
10555,71419.2,71094.5
24671,45237.9,44022.1
9270,18605.8,19559.5
7452,12923.4,6659.97
9375,91039.1,92703.4
14631,20254.6,17727
13640,67923.2,65843.6
8934,35854.4,34935.7
18040,114871,116604
7986,88931.8,92536.3
28834,137007,135043
14248,17479.3,18728.2
1539,56952.8,55747.2
28765,93207.3,97480.9
12796,17495.2,19532.7
10312,2394.29,8705.92
7262,90265.4,91788.2
25052,46345.4,37948.4
30731,99546.4,95954.7
23987,34443,34929.5
24464,104024,104540
32557,76752.5,78365.4
14248,17436.6,18728.2
29556,138268,136533
20170,113953,112361
5450,85455.2,88797.9
27182,50366.3,52873.1
7301,74074.8,73485
13293,77552.9,75411.8
24099,102271,100284
23332,63837,61978.9
19044,84117.1,79568.7
32331,74317.3,76496.8
75,58233.3,53189.9
31004,141302,139502
19050,85609.4,84324.5
15026,30652.1,29627.6
14066,107054,106491
11738,11010,11828.7
19801,99393,107057
19623,42370.8,38960.2
13843,39629.7,40467.9
441,60331.6,57998.3
3380,36624.3,32142.7
19695,31793,33394.8
7918,78585.7,80709.8
3659,78933.6,82101.7
1363,3874.97,2996.58
12628,104596,104026
6329,-233.947,502.526
1088,63734.6,62914.2
28854,134112,135359
8613,65934.4,65103.9
24979,81727.7,79745.6
18569,25729.9,26890.4
666,16523.3,15518.8
7679,61117.5,61291.3
27577,37085.9,41543.6
27837,105655,102198
3402,20921.9,15219.9
23115,121090,119840
23292,38572.6,38726.8
1723,11436.7,4885.31
2872,58500.5,62227.6
29448,70315.4,69540.4
30323,124406,128561
11153,81033.1,85087.8
15948,88031.1,87462.1
24395,55054.3,52166.1
25197,115501,114357
4508,8110.57,2851.16
22908,33176.9,33061.1
17411,68799.3,72481.6
13993,63403.2,60907.2
7665,70197.4,71653.7
26781,80417.9,81238.3
3202,41569.6,41198.8
17610,83622.3,81616.1
24828,106529,107947
27256,43850.3,47163.2
27705,112058,110816
8965,55915.8,59662.6
18023,110143,113373
20769,32929.5,33160.4
11715,16524.2,17643.2
20253,105209,105565
31805,107696,102540
23684,55044.1,56839.2
29478,89741.6,93053.6
32145,118735,118221
21840,34198.1,32669.4
833,37228.4,41489
19285,26356.4,29225.3
26900,48702.6,48318.1
10968,30503.9,30916.9
23994,33814,35483.6
16633,106019,108671
13885,22517,18761.8
348,43116.9,44567.5
18281,45462.5,44978.4
18032,117754,115577
16256,110519,112512
29910,137475,136115
10872,97878.3,97234.6
8982,72741.6,72693.9
23901,71754.4,76251.4
12306,96601.7,102297
10635,16704.3,15289.1
17860,22085.6,23935.2
32471,138362,137233
29527,131291,127229
7137,33168.9,32833
8343,93578.6,94212.2
9768,96495.9,99751
28233,72888.1,74227.3
3995,82715.1,83882.1
29171,131132,128535
7603,92939.4,94640.6
28942,90083.5,84093.2
18011,106056,108802
7879,54053.9,52241.8
31034,137847,133751
14512,77719.4,81684.6
24593,105669,99665.6
530,-3776.04,-5100
14161,67822.1,74080.8
23234,41720.8,40196.2
10258,26630.1,22977.5
21926,86645.6,86425.3
5906,36191.9,35062.6
5191,28794.6,29119.8
14443,107070,109749
6188,84614.1,87327.5
30227,115284,116434
32719,100120,99211.7
26484,42575.3,42308.3
5224,4117.04,7014.09
19093,111228,111711
30435,55625.9,52096.6
13224,26678.1,24936.2
28094,122168,128028
3582,57960.9,57914.5
8867,5333.65,5073.84
8627,71673.9,75374.2
22005,122067,124069
11146,80402.9,80409.4
32686,77289,73459.4
16589,110247,112213
20540,119954,117077
18237,26571.1,25482.7
22850,51747.8,52658.8
18759,118569,117878
9578,5343.62,7043.77
28956,73444.4,73156.8
32677,67638.8,67381.3
2403,-11243.9,-11581.4
28042,93358.1,93863.2
6300,4640.76,12203.3
15811,82199.5,78923.9
5225,-541.207,6491.69
21143,39762.2,39655.9
21595,110639,106776
21016,77650.4,75139.9
26615,102094,101639
28804,122100,124475
21006,83794.6,83179.8
28368,64631,67728
31641,100179,99057
30335,125550,121852
698,38158.6,41151.8
1325,-16119.8,-16207.9
28313,38532.3,42787.2
28023,77842.8,78548.8
22312,105205,106163
24618,77152.4,79924.6
18457,97017.9,99758.1
18396,116239,116881
8339,93370.8,95094.1
21086,29040.2,32256.9
32094,140928,140733
7846,25392.7,26461.7
27043,133736,132837
31522,51097.6,51367.6
12911,60296.3,57067.3
16280,107169,105030
23455,126061,125944
26358,122521,124221
26847,39132.1,42119
28870,130929,131616
990,-9349.98,-7511.45
3873,4889.62,6839.34
4327,75910.9,75816.8
3413,9510.95,7766.11
3454,-9353.12,-9051.34
31896,53122.1,48867.7
12472,11525.8,13387.5
24450,94783.4,94042.6
17241,74712.1,73762.4
4641,48021.5,45108.8
5646,-2063.54,-78.9252
23525,89268.4,88480.8
28213,88098.1,90131.2
16824,31550.9,32105.6
17929,48805.6,49912.9
8695,100019,96617.2
25403,45863.3,40744
12594,91611.3,88801.2
7993,92108.9,90207.2
26067,74203.8,75223.6
22187,32002.3,31741.3
4640,40769.1,44300.7
25079,40415.3,38182.1
10041,60573.1,58934.9
18125,68754.2,78650.5
12534,42573.1,42904.5
4860,6824.87,8155.14
23000,80849.3,83536.9
4907,-7978.45,-5250.86
32621,46336.8,49596.9
27692,102745,101172
25293,123471,114530
5117,82396.7,80977.5
7717,31284.1,31252.6
20403,34024.1,30755.1
3943,62067.1,59831.8
17893,25961,29244
10639,10413.1,13779.3
29011,46642.6,44888.4
26925,64632.7,63149.2
24028,48912.3,47419.9
19978,48107.6,42448
10748,51101.1,50021.1
2850,42067.4,46249.6
22892,30544.6,34157.9
26444,62899.2,63038.5
10654,11492.1,9973.53
23623,32530.5,34290
24353,34307.4,35992.7
12036,41167.3,41855.4
31547,49153.2,47750.8
21346,95358.8,99012.1
826,47394.7,46542.6
16061,16696.3,20414.2
3904,28133.1,29106.5
10238,36309.5,36430.6
17571,57246.8,50699.6
26886,34199.3,42992.4
16405,19817.4,23766
5299,2184.98,3784.12
22056,103740,106986
11728,13393.3,13487
1267,-8704.95,-9514.39
3751,23474.3,24672.3
2019,-20120.5,-15250.6
19991,34402.2,35657.4
18166,52329.5,46813.1
5717,44689,44998.5
25846,58660.7,62003.4
17093,47767.2,40109.9
3187,32714,29048.1
1421,52744.9,48190.1
22912,33481.1,33349.8
6867,92933.6,90533.6
28299,45205.2,42567.6
32444,139081,141869
29897,137158,132247
1201,38803.2,37820.4
3328,77205.9,69890.9
24942,105044,108152
7104,11993.3,11055.6
1768,34287.4,40086.6
29768,46227.3,48458.3
26641,117825,119170
16296,98094.7,96265.1
11262,81872.5,82036.9
10720,28855.5,29027.1
21244,106628,111330
27918,50763.7,46722.7
9625,18168.2,17646.6
21219,97703.9,95158.1
17584,62098.9,60730.5
18174,46134,41532
10984,24199,21216.7
10459,94566.1,96680
13149,25357.3,23306.9
17014,101273,98890.9
5695,28164.8,27470.6
12503,18338.9,22930
5032,72059.2,69317.8
13851,37400.2,35001.3
1537,58236.1,57028.5
26814,55515.2,56974.3
8363,86415.5,86705.1
4651,51916.5,53068.5
1219,22637.8,23485.5
24290,54665.2,55196.3
25917,112909,115601
21683,117355,113669
31918,51400.4,49519
26584,71123.3,76894.3
27252,44990.6,45588.6
3586,60807.4,60757.1
31269,92897.4,88756.6
26248,105471,95585.2
12137,16895.5,19374.8
2397,-12112.3,-12861.5
424,60763.3,64122.7
23168,89840,85450.8
20027,24524,27827.2
28148,132480,131058
31993,89939.8,93173.8
10382,47374.9,44432
29271,100050,109140
27669,84268.9,82740.4
893,605.959,-3955.49
20877,103559,106698
1014,8712.2,8811.63
19104,117655,115696
484,27166.1,29835.4
2943,75169.6,78678.6
11495,76441.2,73148.7
26811,57206.2,58894.1
1293,-17245.1,-18174
28892,121940,121260
6798,47445.3,48706.4
1990,-6761.63,-7255.09
11299,51613.7,53645.9
14890,68581.3,68373.7
8493,6982.07,5170.87
29074,57149.1,59551.1
1549,51656.3,48875.5
13774,90898.8,92485
9314,51471.4,51620.3
20173,114843,113706
24069,77551.6,76538.1
29218,131535,135353
26865,40502.4,39880.3
16833,39977.6,37128.1
15238,77410.6,78575.3
19911,90216.3,92778.5
13252,46466.8,42900.3
6463,71766.1,67159
6508,92902.3,89838.9
25149,75565.4,78420.8
23088,127858,125935
12245,98859.5,94402.1
6231,63890.2,63635.2
31920,46940.1,49913.4
10106,99123,98054.9
19271,32795.6,34327.9
12368,64433.4,64813.7
6421,31500.1,34080.9
15258,56177.7,62640.9
4157,-7401.92,-2151.66
9647,34035,31440
4982,31959.6,30857.8
18238,22507.8,25659.6
24122,115593,115368
17723,108144,106359
906,-9438.22,-11344.9
18706,93826,95556.5
10189,74092,74742
11156,89736.1,86966.4
30345,112320,115252
12351,76515.4,77978.7
6923,86176.1,83123.6
7118,22581.6,19216.2
31550,48474.5,47903.6
2097,12383.5,16864.7
11836,55822.2,58840.7
10591,38560.5,42551.6
13406,94789.1,96302.1
4510,2030.31,1906.52
25813,45146.5,43498.2
