x1,x2,x3,x4,x5,ytrain,yans
19689,10371,5794,14385,944,-4035.16,-5450.82
29920,14775,10161,22324,3971,84560.9,82440.1
14466,5235,21959,17540,2443,66556,62157.7
19056,19654,22497,7339,1709,69202.2,65571.3
8057,4302,2323,32037,1338,3217.54,2581.95
3916,23697,31491,29402,8189,71208,70773.1
28687,30997,13120,567,25949,64348.7,68769.6
12926,29523,21591,12848,5035,88519.2,89312
17691,6744,23658,5512,24098,66699.7,65187.7
4772,19355,22771,5409,19753,41726.8,39492.2
21448,5745,25304,14512,23916,45934.2,43788.7
13855,27198,6762,20157,9196,8300.29,9001.76
19418,9164,6704,13318,18545,97390,98100.9
6813,5695,11154,30433,18254,69132.5,64573.5
618,16800,4429,7561,23932,24069.5,23450.6
11358,7546,21260,28943,3723,22289.6,21139.7
29817,22712,13906,22831,28039,103520,105782
27109,30730,30090,12337,9721,96005.6,88795.2
21975,19274,29116,26681,3257,86286.8,90814.3
30465,8643,20959,10450,17621,50624.5,50163.4
18978,14956,1134,17274,9747,28007.8,30458.3
31295,14400,861,13463,17255,82324.9,81602.1
24814,22050,18968,31926,24017,141080,139206
8785,25932,21270,27894,8012,47918.2,45813.5
19292,29984,18536,3461,12102,62486.4,65778.5
11499,10417,16109,26752,19490,83941.9,88380.9
20638,944,31966,7770,1603,24849.3,25172.1
20255,437,21922,7487,10477,95252.6,94713.9
6209,9563,30273,16031,2372,47962.7,53013.6
32586,6091,10558,17392,9963,3941.89,7487.29
17462,15183,17415,3848,12535,57882.7,57765.9
27397,9025,13707,17184,11444,102894,100532
23022,29073,29994,20873,29404,89762.4,88646.8
26559,18929,15993,13947,6361,44643.3,46049.7
28928,3959,4415,16016,15,5484.78,9673.29
31466,14662,27292,26058,2398,3829.85,3968.85
22331,7179,31188,30073,13946,97775.8,102098
16089,19980,18481,16500,18880,61824.4,59524.4
9487,1341,18261,28241,12798,16975.6,15508
31689,25573,3908,1409,3950,71848.4,75104.7
27308,28941,19467,3425,15450,100035,106330
22704,16736,25067,30054,3285,97597,95621.3
32085,16921,16628,27935,32215,102015,102945
7604,21244,5050,4655,28019,85445.8,86390.5
19881,13619,2948,12656,5631,15619.9,19037.8
12941,22178,13273,23489,4497,66377.9,63720.5
25338,25576,22674,20325,31465,67930.5,68678.7
23829,2650,16736,28989,28298,114958,114001
27883,30749,18421,14039,30437,62558.1,63742.1
22734,13384,10215,24022,24787,107438,116700
9193,1842,26022,18316,10122,59747.2,61718.1
15925,16179,29291,26271,3871,56704.5,59364.3
14904,28493,100,462,20083,46552.4,44089.6
26890,32289,7417,16391,19018,21003.7,18485.3
15020,16303,25375,667,25392,100013,100426
12032,17108,8641,29998,11258,27113.3,23234.1
12113,15693,24001,9687,30516,44925,45289.2
21618,7718,23668,20536,9747,113213,112729
6523,1797,13073,11552,28615,95344.4,93531.2
21256,11928,14115,2619,20343,115649,118999
30248,18710,15544,6210,12104,88733.3,87063.5
18040,8337,22012,17034,3744,108734,112222
3217,26068,13235,1104,20032,108941,107330
15816,17691,13197,2146,24853,115040,120115
27223,2478,23233,30962,19990,33495.9,32561.7
21428,14124,25981,28489,30425,91867.3,87733.4
1984,23286,6535,5996,2662,-24551.1,-23101
24363,15535,8667,1437,15155,68700.9,64194.8
26575,27154,14970,13663,27460,103820,101138
21763,14316,10094,26147,16518,-10528.3,-1621.1
29509,17664,17112,7524,18934,114148,113382
9806,26381,28590,20634,27415,120085,122046
6862,10580,4919,2526,27370,113878,109867
4850,10944,8018,2716,14061,42155.7,39328.9
19422,21006,30826,703,13039,126746,128420
7810,27214,4751,4432,7985,16843.5,14973.2
17684,23301,24535,9502,8963,60228.8,58545.2
9564,15012,13440,11711,4537,-8243.53,-9776.17
10778,14781,20334,5051,32040,119555,120477
2710,32538,7507,6349,1951,29840.2,28816
11350,27606,24795,29171,3621,2057.26,1415.52
11088,7675,18725,22807,25628,115031,116714
1265,17786,8373,26289,17185,44722.4,46792
16981,26655,10687,13394,11506,78492.5,81267.6
9716,20091,9651,19287,16242,61816.7,62947.1
16182,18971,28552,16095,7221,70856.5,70969
17301,27387,18727,27325,26140,122383,123148
22091,5830,14957,6051,304,55819.2,50430.9
29672,13521,29017,7855,3023,21975.7,22712
19251,1578,398,886,30388,40554.3,42508.9
29321,32011,10100,16028,6509,3946.44,4593.76
15822,12578,30959,12953,12059,94692.4,96483.1
26368,31041,3617,16460,7253,81046.6,79459.2
8650,12586,7807,21526,2749,70915.4,68632.6
12273,13964,2825,13270,26895,59002.3,56048.9
4922,27946,29746,1531,27570,42230.2,43111.1
31310,7268,25808,30259,24070,150301,146373
32453,20304,21256,32454,21003,112061,116294
9001,9143,2119,8734,20344,109361,106777
8828,29993,17191,19340,19957,67673.2,68878.8
23517,31465,27372,32031,706,64963.5,63643.7
21588,12955,28545,32654,20823,113064,113683
5018,11687,26096,28407,11951,114244,112435
19922,18804,12190,1381,28910,78272.9,80262.9
5798,8117,15444,3012,1914,62142.6,61309.4
2164,21154,20593,14059,17657,67094.3,72056.5
29386,19479,6115,28056,16540,56049.5,56379.4
3282,21339,19827,18566,25582,130781,134145
20931,22090,29713,6231,29604,130692,132619
1684,10158,7504,15748,30158,83278,85106.4
28083,8552,31498,31507,21153,85713.4,87551.8
2474,7522,8685,22184,11541,63571.6,58834.7
22755,24939,6253,25676,17903,104178,100319
18803,7434,16782,2331,6746,30710.7,30900.3
22870,1255,18064,31410,24680,46142.1,47051.6
8360,25778,16227,23382,25110,64980.7,59652.1
25087,31230,11842,4703,16953,14889.9,14342.8
16717,28312,9170,22215,26671,14898.8,11930.6
3729,16206,26201,5794,25084,60897.7,63256.8
17915,30667,31010,24637,6969,108624,107071
17484,31282,18326,19158,5311,9847.45,8482.59
14904,1445,24452,3681,14733,46602.9,46470.6
2350,32138,12972,26837,24859,68222.3,71257.3
5561,5756,5004,19649,17570,24243.2,24005.4
5233,22754,8549,12806,32404,71335.4,68765.3
9929,10495,1166,4925,27468,50016.8,54648.5
24125,15804,14644,28706,10699,74878.5,75460.5
4642,18198,5251,1234,4562,52411.9,53004.8
23034,22842,9407,13589,32597,114648,113032
29436,5189,8544,13851,22264,81341.5,83534.1
23973,14979,2855,30127,10797,3640.62,2407.16
21540,21725,6150,31486,5996,92869.2,91850.7
21006,4761,24339,28928,12315,84166,86407.5
17235,19071,6963,15454,3388,62018.3,61779.3
29430,6266,17605,18065,21903,93210.9,91066.1
12832,27584,19738,18888,20282,29944.5,30942.7
29534,13496,17867,14302,17331,98510,103212
17470,14320,6288,12412,13441,-10946.3,-10502.9
6530,23037,16902,26035,7878,79884.8,80492.7
8428,1355,32492,10297,2673,6060.72,6476.85
10078,11274,22810,30819,24586,144240,143786
28091,30504,529,28598,12248,50667.7,48979.6
30637,23857,13452,6645,23995,126170,126064
21273,6875,20022,19894,5682,104757,107167
27833,2660,31250,2985,17644,91218.7,86928.5
24383,19806,23911,10507,29206,79158,81645.9
30082,26692,3808,31894,13381,47286.5,49401.8
23159,20753,32480,6418,5713,29492.6,28389.2
22271,22494,2043,11564,29679,83918.1,85800.4
14294,12798,1694,16744,8511,21745.5,26330
25223,2034,30939,27604,17975,89554.8,88053.6
20440,4234,32232,3812,23131,57016.9,57136.2
8098,12281,6369,8468,19882,49566,46885
3719,30079,2973,20769,28198,27501.2,35911.3
32467,17481,16739,1491,22714,65304.3,66988.2
17682,16333,900,795,12499,90048.2,88981.1
15393,20227,24940,19640,22572,116653,112622
28411,23416,11762,11942,17491,102045,100362
31583,28591,345,4028,11486,54260.5,55302.2
1353,4742,30086,464,31933,112068,112472
11652,29624,8181,17760,8874,59132.1,62388.5
32351,15347,20173,14959,13862,67733.4,66300.9
17818,5154,25552,27943,10604,71294.5,70012.1
26476,8690,28161,19293,4447,61362.9,60812.2
32009,14635,7895,6475,31352,63958.1,67420.2
11400,1,18763,24634,18747,57991.1,56682.9
12865,17088,18304,3004,10240,60272.8,63366.2
14077,17051,2603,30637,6212,98145.8,96186.1
6685,19685,8708,22258,25915,7953.02,7594.06
5462,3472,32502,374,1806,48543.6,46001.6
23406,18823,11643,26390,31061,136518,137937
30487,19271,25988,5331,1410,40488.1,36801.9
3470,9549,21465,5772,5214,29024,32286.5
30299,30330,6794,15616,30175,115079,116345
17904,4959,10527,2281,29920,26490.7,29478.6
938,16683,25910,21727,24126,80084,84658.1
13824,7240,1332,2515,17859,44958.9,43016
23740,32479,19707,18445,24025,138516,139258
8667,13911,17740,10597,10145,62097.2,65768.1
21770,7526,14268,7917,21870,18631.3,16642.3
415,4643,21700,22022,17852,73357,73553.7
28505,20150,2228,19560,32367,71444.4,72116.8
14945,29740,4824,21466,30262,13381.6,11902.8
27049,8107,11463,6016,735,55130.9,57068.7
22804,31918,4513,15408,1594,-9180.98,-8483.75
31018,25247,32546,32735,6152,115840,116653
26848,12561,21568,13213,17970,25586.2,23547.8
6689,25149,18781,29711,14455,14279.7,15537
12218,1706,27934,21417,32581,86106.1,87712.2
6122,4092,25714,26873,28124,143848,142930
7997,9387,31394,27948,686,88207.9,85557.9
23414,8994,15429,11741,14781,94506.4,92531.7
27923,9062,20444,23259,19629,77428.3,73431.8
13048,12353,15768,1258,9247,83950.6,84907.2
23921,18779,26601,10127,4127,60666.1,60586.9
13211,30352,5793,26639,22935,79619.5,82348.3
9078,15013,26144,25159,15616,50889.4,53019.2
7802,18313,15506,17098,7773,23702.2,19185.6
9827,19905,10824,10751,872,65542.3,62991.4
25652,22189,27866,7418,16979,49001.8,51279.3
18443,20676,14183,21960,17852,89865.6,84280.9
3781,14955,28396,2050,16934,33084.9,33050.4
18422,3198,9450,12746,12336,48299.3,49755
3995,17526,17346,26298,27626,68763.6,74015.7
24570,20251,23863,10264,4295,96574.6,93804.1
16378,26380,17028,12807,16876,67018,67177
2659,20027,23016,25719,25206,35533.7,32536.8
23590,28157,28149,30474,1154,52638.4,61503.4
22241,20642,11577,9361,5917,85085.8,84829.3
30195,13685,9359,18763,21545,90972.6,90377.5
6858,23016,18812,551,22371,88509.6,83006.8
22952,3544,15744,4688,20275,44289.6,40222.7
29316,5845,27271,11062,31945,97572.2,89989.9
14430,29480,16093,22898,31430,87885.1,85022
17669,5959,6773,15420,18785,78539.4,77306.2
11575,30678,11719,8696,15628,109099,111205
6089,2777,21056,23283,8727,61909.8,62101.1
28456,3567,5979,8898,16057,68452.1,68670.5
20669,18345,32748,21565,9067,41694.5,41225.2
18221,1781,27041,12804,17493,43413.4,42737.1
21732,28385,5987,28193,7688,4495.25,1456.03
17181,501,5591,6367,1006,48715.2,50251.7
5568,6392,4150,26362,12196,-16161.1,-12036.9
10098,24722,20934,28129,14871,68397.7,74251.8
25807,9164,8666,19790,5639,46845,45690.2
26318,3865,13321,25269,22889,63104.6,63174.9
7058,5879,282,2029,21804,52779.6,52495.9
29690,16608,26476,28797,12763,65613.5,67907.3
8190,10001,9429,7229,9947,20438.4,20363.2
11187,2431,23503,20406,27050,81400.2,78689.4
22595,16070,32069,4322,14639,55054.6,55834.2
25995,17564,16174,31640,10160,42176.2,40023.6
3665,11486,24667,17705,21214,71166.3,74809.6
1939,22888,14265,30278,28498,34632.6,34803.1
25218,14506,1788,18904,22336,120826,120002
20161,25600,24621,27224,30833,139461,140173
3659,31356,8732,17999,10605,84601.3,90994.3
28194,32325,31174,28533,20997,41337.9,41909.4
10992,31756,7185,19751,25830,66819,64843.5
16724,4854,13179,29472,27718,43446.3,45220.6
17794,25847,22923,17836,7072,10635.3,4461.97
8938,10504,23662,25581,20368,121712,123487
4279,25024,3865,19427,5237,70542.5,66516
5530,14991,26549,3235,22376,31590.7,30998.7
20056,6140,21290,12036,12860,73121.3,71730.3
26477,16827,25057,24107,21836,14631.6,16843.8
25948,26761,18908,5762,2848,108555,109168
22601,32692,27888,2613,5418,37437.9,38978.6
22249,2307,28452,24612,6375,97686.4,99280.3
10632,27733,5519,5619,28098,29523.1,36857.6
13266,12250,27918,3514,7756,88269.9,91754.4
25215,2844,27863,17251,24886,95146.1,97225.9
9541,15022,26402,10090,12956,8947.95,7978.35
5659,24777,21481,10494,26257,38368.5,42563.7
24272,27871,317,24494,11304,41787.6,34873.5
8197,18046,25363,23236,21270,114517,108291
13536,13426,30552,6275,11103,77420.6,79400.1
13288,10849,23655,29943,4750,112716,116814
27237,23997,11532,13643,9084,9761.54,10074
18385,17161,14828,30735,32756,74549.3,78991.3
24904,21110,32480,31604,15154,73995.2,73365.8
27322,8778,12747,1703,19499,107830,107808
1227,32535,9376,13293,3775,45072.3,42097.7
2762,15634,3886,2414,1699,33504.4,31408.5
21014,20921,27465,23005,3656,64588.5,64464
6856,14705,3238,21100,7194,50431.6,50803.1
8825,2002,18008,30534,13933,20078,23606
31953,28942,1359,24595,2526,58374.8,59643.8
7208,15480,880,28282,1657,68338.9,68177.7
10330,25998,25625,10737,10291,92871,90942
16765,28443,6337,26497,11928,27718.3,26732.1
15357,13760,17616,15369,23761,89661.8,87986.7
19469,6864,26000,31467,18934,121755,122495
8106,17792,20702,8985,20116,57770.1,55586.2
10250,167,7625,4004,25533,39234.9,36299.3
6695,4020,4577,6990,26071,60383.9,61472.1
19906,2976,19605,18359,21312,100760,97944.1
21774,20697,20103,25661,4361,24120.3,28895.4
12877,17210,12084,22580,31450,39833.5,46874
19624,12780,6730,24607,31619,39046.4,35953
26013,10674,28855,21132,30292,67130.7,61392.9
9556,9914,7942,2456,13484,9508.33,12082.4
902,13675,22606,18972,6335,31411,28587.6
26207,8154,24455,8852,16354,57368.3,56782
11911,24859,5956,28361,3881,89171.9,83885.7
14958,20449,21615,6145,14797,9435.12,6526.4
11861,9384,24800,15825,25762,125877,126406
8182,25743,24882,16750,15872,71661.7,69149.6
20847,6368,9662,23615,19805,58811.3,61145.7
30800,2050,17659,12504,4116,-9312.33,-6512.36
10322,8822,32102,6831,23031,62481.1,68933.6
12903,4915,27559,1581,19881,65721.7,65956.4
27132,21724,19495,6197,20779,74136.4,76321.6
30231,25172,27982,31556,10982,93580.1,92913.2
7393,23547,22655,2728,15743,57191.3,54285
18362,1207,12004,28774,371,107872,101528
19586,13279,6809,27819,3490,-632.145,-3373.24
10093,23916,1274,30364,23047,101203,103790
29508,22463,27046,17950,18847,134742,131801
17938,1734,431,31828,8954,34877.2,31819.6
8505,28184,5659,480,9234,50651.9,49589.5
6698,14927,18756,10787,2687,32898.9,34871.6
7155,23983,19744,23565,26100,80851.3,79112.8
30953,28674,29948,30893,363,68451.4,66713.1
2218,14261,8368,30231,11463,56050.3,52532
27708,10948,16935,26105,21439,123429,122136
31018,3428,4407,6767,32293,71833.6,76137.4
23704,19822,7054,16313,5701,82548.7,78024.4
15722,11209,18610,16279,8442,73550.7,71600
24009,10984,1432,2383,29957,46103.3,42280.8
30402,26275,11430,31450,19449,30087,32285.5
4123,7463,10717,26526,17500,3239.73,-143.151
26380,9072,21343,23794,23045,101015,103440
9107,6662,15626,475,9981,45988.9,40945
9538,18469,4692,14188,10410,50832,48244.9
12564,19032,21049,15871,13600,68564.1,71732.5
4689,7471,5809,6025,23000,51332.5,58421.9
23965,26277,28978,30861,26026,58760.6,56762.4
27702,10394,5702,27625,14714,64686.7,64201.1
9742,24173,301,8902,6173,99465.7,96262
675,6303,30324,23629,20649,106591,106760
22029,25059,24588,24449,5765,61569.1,57229.3
10176,3561,6096,26403,2948,26663.1,19439.1
6916,7047,24103,5694,18627,66065,66984.1
20674,2634,6291,28359,5105,45827.8,47781.6
27731,3587,24863,21813,12005,92521.9,97603.7
17774,1723,9485,4251,29398,14408.4,10858.4
13347,29745,13399,3686,7785,50717.4,58474.1
2750,19414,9395,31323,31380,37017.4,36369.2
20616,31811,7166,4348,16031,75637.1,75628.5
13388,10808,2959,1638,16573,67540.2,64827.9
15053,5203,10197,26498,27277,93217.7,92150.6
18726,11362,8964,17867,21088,79118.4,83834.6
29465,3568,5392,19636,751,38913.8,38058.5
15418,25105,2647,22356,9569,31767.2,31046.6
18655,28516,23303,1012,26974,123710,119822
28032,1326,20053,3320,25274,68377.9,64964
19622,11453,21650,24500,26008,18810.6,17327.2
4224,703,6408,32077,20627,48909.4,49163.2
13876,2021,26691,28491,10365,18047.6,20784.3
32249,30336,28007,17646,12436,79408.8,79717.7
25126,20049,11227,32522,3144,30796.2,27952.8
12705,30220,30809,31740,9699,56447.3,57825.1
19563,25611,21425,6298,10240,70465.1,72077.6
21086,12483,1925,19999,30627,7389,4083.58
10573,22304,23776,22244,23615,56997.2,49212.2
29294,31696,32713,18352,6134,60178.7,60227.5
1254,25532,22901,30731,14777,23692.5,26163.8
1612,28146,2129,22767,3279,35052.2,37210
12592,12413,10233,29004,5680,89947.6,88524.7
13404,17662,23704,22655,32535,98355.8,101610
21780,27582,15371,13237,25270,18134.8,17203.2
25764,32565,9953,115,7660,15246.2,18369.9
13095,9710,995,7705,28264,27426.8,29078.8
12056,27871,13811,3501,32525,59871.2,54346.6
19697,6700,30451,6060,17162,53617.3,50910.9
16451,4810,9228,24435,681,57600,55207.3
28660,24000,1030,20515,17710,203.443,37.7853
22361,5278,27247,17742,20525,85180.9,78337.7
3020,30762,31118,30039,18380,64208,70126.5
28145,5672,13311,9143,4807,31320,32047.4
32035,220,12537,9142,25452,82597.8,79790.7
14582,9478,23225,19496,32689,77719.7,81309.7
20297,23770,20041,15879,11101,51773.2,48042.2
21400,22623,10005,25472,13707,1889.83,1582.76
26289,26073,22341,587,24461,116087,117477
22586,31369,30093,2524,31560,112157,108475
8359,30095,20985,27846,2032,48013.4,44130.5
16567,20676,9702,14677,7799,96365.1,98218.4
18674,21331,4199,6003,3751,95497.9,94642.3
28276,32642,30950,3398,31728,25279.5,27331.9
25668,10049,24456,4973,68,23841,21284.2
1046,11723,5278,27137,27445,75240.4,79376.1
18093,11644,2585,2837,9690,67258.1,68443.6
5587,30908,7285,23842,9217,-3884.6,-5597.54
20319,15682,5071,7930,17077,16880.9,11738.4
29372,4149,29072,6363,5845,34228.2,34268.2
32650,8946,20435,13529,28664,46196.3,41362
14450,2099,6484,12529,25739,52019.6,55562.8
2078,6449,3523,10018,27252,46706.5,48226.8
21535,5740,17164,20038,30265,81321.9,80406.9
27311,11473,6797,15589,15207,54156.6,54146.6
22191,10779,17148,30236,32226,45320.7,47566.5
29649,22572,20180,23843,787,3989.54,272.651
26523,7211,26735,21625,12749,70776.4,66699.4
14758,30217,27335,24008,25669,110830,105601
30914,12320,9590,17751,12152,113830,112162
30582,8522,8082,28125,12869,57088.4,59696
30502,21091,25209,11905,28797,62995.2,62164.1
10115,32243,28877,15285,7883,83705.1,85782.6
24460,32493,23759,11337,27372,139815,144689
11902,4425,7315,27425,19428,124392,123855
11075,4955,26341,11653,10210,39982.4,41159.8
22596,2591,1845,1266,26100,89856.2,87175.8
18605,4592,6607,28523,7777,4463.12,4377.21
23503,30597,20371,4169,21557,61362.1,62368.7
5174,5912,21300,26697,17852,71082.1,67203.2
11385,15217,17322,20368,12896,75781,75240.3
23002,2398,2026,10287,27154,55635.4,57087.8
6411,22570,30939,30218,13417,65624.6,61938.3
7287,27645,21194,6391,9894,29367.2,33984.6
11558,23150,25069,26717,23923,139230,139179
1902,18034,2168,25442,21795,67776.9,69636.8
2064,26539,27876,2439,9573,34049.2,32176.8
22633,22452,19517,9499,3589,98226.5,102064
29670,11985,3354,1816,21699,53390.8,55645.5
2624,23035,30498,9172,21947,70968.8,73116.2
2752,29556,10813,23208,5315,49646.3,50671.1
26445,1101,27114,21485,4931,44867.4,47243.3
13138,30306,19240,7140,434,42355.3,43714.3
14517,18711,27550,27959,16464,55145.3,59888.5
17668,27612,2987,5546,2074,34372,32329.3
22898,7589,20937,30420,14395,64293,61894
17314,20232,3765,10752,2391,89860,96064
22295,27706,11420,15174,29251,94123.3,92478.7
27917,862,14992,15352,17019,55883.4,55037.3
20399,17162,24708,2088,7413,17989.3,16035.8
22418,10269,13057,25527,18596,53974.6,57089.8
13094,27763,18433,2344,19374,67839.2,66074.7
11738,5898,17806,28730,12349,57360.1,62885.4
18452,28957,31684,1080,1172,70688.2,68396.7
15752,3843,26169,31635,12483,44730,47460.9
7917,8944,1108,19732,19579,61459.6,60420.6
8192,21559,32621,27052,23803,70086.6,69713.6
19421,18425,20428,141,8077,105442,111977
20725,27382,17911,24278,26561,61497.6,59390.5
7896,24255,8054,3127,26806,117023,114877
7334,20347,2619,25265,30683,40031.5,37314.3
29352,20883,3146,17774,20250,25295.3,26765
32762,31778,12807,19756,20847,133840,132656
24323,21720,3735,27347,26660,63805.3,61227.2
28368,222,12979,5801,10770,45342.8,44512.3
28393,11363,29802,28069,21999,94661.5,95698.5
2380,12789,6509,410,25734,22938.2,24042.9
17366,15962,13158,23722,25878,101011,101660
9951,22859,32737,8961,17318,62949,62722.8
6043,15937,22060,20610,10797,106048,108621
22106,11447,17829,24763,28683,18811.7,19562.9
10704,26899,14985,22939,15992,32296.1,30848.5
5206,25927,6916,24458,627,7131.67,10450.4
9017,21394,15609,14878,23701,119162,117138
5549,32345,26666,24621,13555,21295.9,21367.5
10401,15939,5965,14987,4399,101845,102114
10719,12519,29621,524,30578,50666.2,53670.1
2029,20133,29554,13793,18687,45778.5,45355.6
31121,32395,28218,6982,30729,57504.2,52500
28028,930,20640,8839,3234,58365.8,59479.5
20367,24829,17479,8475,20023,38265.7,33895.4
13577,19288,10377,28488,1035,19784.5,20784.9
16116,17938,24281,18700,28685,56314.4,58275.2
172,23200,4925,6184,13975,31366.5,30076.6
26470,13715,23150,27178,31417,69510.2,71727.9
6580,23296,19411,27873,14870,34822,32987.3
24716,9562,18197,1893,13342,31170.7,30361.3
2661,16878,15654,13112,29249,23482.9,27171.8
2075,27035,18468,7903,4439,76842.6,76827.9
11494,15497,29981,10648,29552,124882,127556
6717,10823,30857,12172,3674,59668.6,62446.8
27358,7483,22104,660,24216,73305.9,70963.8
12823,9188,24777,11687,19736,47914.7,48754.8
27287,13530,27454,20535,29134,81248.8,80661.1
8378,2386,7718,10181,22212,34589.3,33441.6
14750,1856,10939,3666,24553,122018,123099
705,27985,9867,31115,2098,44561.9,44994
31284,27516,7726,7464,6907,83728.5,87424.1
12651,32210,27438,26195,14951,101542,104719
20,29184,31065,6692,26799,131333,130876
10746,24647,3078,9539,10959,77330,74525.6
29267,28540,10325,10878,9428,74929.4,76657.5
24207,30103,26754,6567,4795,41390.8,42880.1
17258,22857,27857,3069,21922,118346,110490
9704,1381,11821,30089,21517,71863.7,71439.4
28073,18574,11046,10805,30324,81354.7,84276.9
15268,7103,9247,10714,12613,164.414,-4423.29
12700,2944,20747,6899,28942,101853,101567
2296,4473,27241,7856,16709,72403.3,67770.6
25913,14452,6893,21175,29356,121205,125459
19972,5826,18147,1886,17283,57915.2,61579.2
1477,19612,14894,10853,29031,106345,103917
19999,30896,29953,4470,14222,17999,15269.2
975,4255,19942,416,8119,12047.4,15498.5
26066,3536,21654,31474,13064,14479.9,14885.2
30651,22385,4304,30047,1819,89132.5,90021.9
32610,2829,21434,6935,29570,26031.4,25026.5
26286,16405,25231,22723,24620,101614,101494
17173,18782,6694,27348,9699,71140.3,72361.2
19164,303,14190,28219,19879,49235.6,45037.7
12951,3613,24768,27812,25408,120628,123048
32646,32147,20800,22894,12596,86783.1,87410.5
11043,764,3635,18747,839,39713.1,42950.7
20520,811,15644,30346,13294,128708,131128
8298,2025,14789,23955,11955,67194.1,70927.4
2986,12788,15610,16874,8702,46698.2,46039.5
21058,14442,10188,8198,8294,35018.3,41061.4
28560,11998,20862,21298,12232,80418.4,81503.7
22947,12077,16233,32152,21010,57296,60969.2
21632,1746,22397,12615,30834,80271.9,83401.8
15754,5611,28537,28078,31134,70000.9,75924.6
3215,4140,28152,217,20695,100990,100640
24232,13513,2267,18868,20137,31197.6,36660.3
11577,15723,27807,21848,14114,65037.9,66256.2
271,19418,20090,18307,7129,54544.2,50847
23032,16872,26658,19587,1695,69707.9,68739.9
7487,23158,28607,6285,13784,112319,113391
25027,12744,26841,9979,30855,72683.9,72704.4
32317,25467,24655,29973,8751,41452.9,41491.4
28943,30869,24960,21625,11734,13542.8,13703.9
6294,2746,6223,4606,4698,-16057.9,-14248.2
2813,11802,28451,30875,21354,67286.2,65365.6
1667,26389,19065,30961,27598,86338.3,87871.1
16348,1904,18544,21866,14585,72464.1,72743.2
16262,26143,6598,17903,29641,60130.8,59588.6
31787,29286,20994,23288,15521,92740.2,89048.6
1589,28991,24193,14990,28189,49306.8,48490.4
8892,25515,24165,26581,2081,33121.6,26536.5
13589,31136,11002,13927,8287,58669.8,55787.7
15786,5218,992,7207,6653,58432.2,60854.9
7085,30584,2615,17799,18204,31506.6,32217.1
15674,27132,30547,4519,17430,70285,71440.2
3899,4709,30537,26849,12543,108891,111281
18662,7071,21149,25814,31361,74243.4,74935.7
16049,25595,23100,21004,29712,78433.2,73640.1
26142,27224,26219,20513,20642,32353.5,33712.1
20454,25265,32696,21213,7029,124103,118446
31113,32232,612,14290,10197,8738.77,9734.31
23578,21201,4804,2708,20573,4766.61,715.003
15044,15865,19465,32253,10792,85534,89065.5
7233,27674,11351,13752,28410,70854.2,73800.1
26614,24555,7105,22475,1274,104422,101455
2483,1577,8854,17110,16564,110298,108511
11696,27559,14571,14802,17014,20164.5,22327.3
30258,25336,29160,15806,18172,131419,135244
8438,15896,241,22360,28224,55055.1,56721.1
13920,26086,29781,5111,11886,68990.3,65381.5
9312,7734,23205,12470,12504,97642.4,95495.8
31778,32544,12225,30845,14365,73000.7,77837.9
28338,25032,7802,22327,3702,33901.8,32437.7
31361,7799,25091,4613,14137,68754,67500.3
30818,29003,9554,28963,18799,21552.9,25122.9
29442,28115,10736,30301,15226,95623,87905.1
9954,18079,19196,14040,23906,90053.3,87907.4
27799,13036,20164,3749,13555,108672,102943
28583,22629,11917,10781,28609,19037.1,18306.5
7820,22770,17310,11119,23599,93327.4,99387.3
12868,21556,10823,15130,15218,37119.3,36664.8
7717,5702,10977,7434,468,-20464.3,-19420.9
23,9241,11681,31378,14482,61819.6,64233.1
11207,14197,23990,25476,11033,104321,106588
16721,4080,10158,28500,24241,65564.9,65422.2
9434,8208,26126,19239,7376,52466.8,46876.5
29287,27037,21757,13570,12020,76635.8,68479.8
12751,23324,32199,23935,15580,20905.2,22983.1
25132,11061,23452,17560,1277,35814.6,35974.1
21486,28717,5101,17446,4668,1189.82,-1638.72
14376,20617,30956,15201,20634,146230,147235
3284,28517,8488,25068,13861,110597,113928
27613,4544,28773,13109,8056,42334.7,39083.7
2506,5617,18132,20505,19633,80960.1,84101.6
2337,2778,14211,22330,5490,-8229.58,-9651.71
5985,23998,24668,26834,10801,20903.4,21067.4
29373,23633,23136,25212,27453,32535.9,29032.1
13805,3700,25804,25840,12847,83446,88423.3
7135,31545,5595,12822,5748,40686.6,36085.6
1503,19196,18101,8903,20367,119712,114670
14897,19338,30516,6853,11093,21708.6,18580.7
31500,28195,31450,15532,12675,68630.7,76045.3
3467,19835,18049,21020,10165,60128.7,60594.1
26714,8717,573,31043,20259,92216.5,96954.7
22427,12054,26736,1458,30698,75886,74609
4473,18841,21123,9427,9195,64906,63039.9
19709,1386,3371,16123,31169,38147.8,36841
5764,24555,20434,23095,12653,130283,133451
31374,23820,15711,179,22203,98417,106670
19910,12718,19851,31524,9976,87031.2,84546.9
7439,18371,29614,13062,5672,53485.6,58745.4
2552,5330,18321,25310,11785,65795.5,63449.4
3651,7571,16411,1483,4305,75924.5,75433.8
28587,22222,19455,2957,21173,8602.11,9453.56
564,24961,17454,31902,19287,70116,70406.5
27330,20147,28022,15828,24951,106267,105813
10314,11975,31200,28307,31089,102011,106557
7462,10125,8307,17243,28679,86659.1,86204.7
12106,20825,31893,29654,23465,40410.1,39755.1
21020,24809,10819,18534,11550,14356.5,15941.6
